Symbol,Maturity,Current Price,Trend,Trend Score,Composite Score,Belief Quality,Quantiment (%),Sentiment,Reference Return (%),Risk,Safety,Safety Score,Healthy Score,Reference Rating,Reference State,Strategic Signal,sharpRatio,Summary,Reference Prices,Category signal,Safety Band,Health Band,Investor Type,Current Stance,Portfolio Role,Risk Label,Investor Fit Score,Interpretation
REZ/USDT,MATURE,0,Downward,-1,0.5,70,50,Neutral,-0.64,High Risk,Caution,0,26.4,D,Underweight,Conservative Allocation,-1.174774278,"WATCHLIST: Reference return -0.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,29.67,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
BANANAS31/USDT,MATURE,0.01,Upward,1,2.01,85,73.31,Bullish,7.25,High Risk,Caution,0,54.5,C+,Watchlist,Double Check,1.120558254,"ATTENTION: Reference return 7.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",ATTENTION,Speculative,Strong,Balanced Aggressive,Selective Exposure,Growth Allocation,High Risk | Speculative | Strong,46.46,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current setup allows selective exposure under controlled sizing.
ETC/USDT,MATURE,8.82,Downward,-1,0.27,50,48.6,Neutral,0.23,High Risk,Caution,5.7,21.5,D,Underweight,Conservative Allocation,-1.365578124,"WATCHLIST: Reference return 0.2%, Safety 5.7/100, Risk: High Risk","Risk Reference Prices (Current: 8.82) | Lower Warning: 8.38, Lower Danger: 7.94, Upper Warning: 9.26, Upper Danger: 9.7",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,26.48,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
RENDER/USDT,MATURE,1.9,Upward,1,1.59,90,55.5,Neutral,-0.14,High Risk,Caution,0,39.5,C,Caution,Risk Mitigation,-0.589037011,"WATCHLIST: Reference return -0.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 1.90) | Lower Warning: 1.8, Lower Danger: 1.71, Upper Warning: 2.0, Upper Danger: 2.09",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Selective Exposure,Growth Allocation,High Risk | Speculative | Acceptable,39.88,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current setup allows selective exposure under controlled sizing.
ONT/USDT,MATURE,0.09,Upward,1,4.32,100,52.43,Neutral,1.19,High Risk,Caution,0,49.3,C+,Watchlist,Double Check,0.012594452,"ATTENTION: Reference return 1.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.09) | Lower Warning: 0.09, Lower Danger: 0.08, Upper Warning: 0.1, Upper Danger: 0.1",ATTENTION,Speculative,Strong,Balanced Aggressive,Selective Exposure,Growth Allocation,High Risk | Speculative | Strong,50.83,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current setup allows selective exposure under controlled sizing.
SHIB/USDT,MATURE,0,Downward,-1,1.6,75,46.93,Neutral,-1.93,High Risk,Caution,14.2,38.2,C,Caution,Risk Mitigation,-1.415627415,"WATCHLIST: Reference return -1.9%, Safety 14.2/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Risky,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Risky | Acceptable,41.37,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
XUSD/USDT,MATURE,1,Downward,-1,1.38,70,49.98,Neutral,-0.01,Low Risk,Safe,99.5,53.4,C+,Watchlist,Double Check,-10.24794172,"WATCHLIST: Reference return -0.0%, Safety 99.5/100, Risk: Low Risk","Risk Reference Prices (Current: 1.00) | Lower Warning: 0.95, Lower Danger: 0.9, Upper Warning: 1.05, Upper Danger: 1.1",WATCHLIST,Safe,Strong,Safe / Defensive,Safe Hold,Defensive / Cash Position,Low Risk | Safe | Strong,74.79,"Best suited for capital preservation, portfolio stabilization, and low-volatility allocation. Current profile supports defensive holding."
ZBT/USDT,MATURE,0.1,Downward,-1,1.15,60,51.82,Neutral,0.36,High Risk,Caution,0,30.8,D,Underweight,Conservative Allocation,-0.818649114,"WATCHLIST: Reference return 0.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.10) | Lower Warning: 0.09, Lower Danger: 0.09, Upper Warning: 0.1, Upper Danger: 0.11",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,31.3,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
ZK/USDT,MATURE,0.02,Downward,-1,-1.14,10,40.68,Neutral,-2.18,High Risk,Caution,0,-2.2,D,Underweight,Conservative Allocation,-0.709257239,"WATCHLIST: Reference return -2.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.02) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.02, Upper Danger: 0.02",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,7.06,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
TRU/USDT,MATURE,0.01,Downward,-1,0.38,60,39.31,Bearish,-5.36,High Risk,Caution,0,21.7,D,Underweight,Conservative Allocation,-1.912140635,"WATCHLIST: Reference return -5.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.0, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,25.39,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
DEGO/USDT,MATURE,0.3,Upward,1,-1.27,45,45.2,Neutral,-3.7,High Risk,Caution,0,4.6,D,Underweight,Conservative Allocation,-0.135330535,"WATCHLIST: Reference return -3.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.29) | Lower Warning: 0.28, Lower Danger: 0.27, Upper Warning: 0.31, Upper Danger: 0.32",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,14.47,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
TRUMP/USDT,MATURE,2.89,Downward,-1,-2.01,10,44.26,Neutral,-3.06,High Risk,Caution,2.6,-6.1,D,Underweight,Conservative Allocation,-1.449475676,"WATCHLIST: Reference return -3.1%, Safety 2.6/100, Risk: High Risk","Risk Reference Prices (Current: 2.89) | Lower Warning: 2.74, Lower Danger: 2.6, Upper Warning: 3.03, Upper Danger: 3.17",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,4.98,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
MASK/USDT,MATURE,0.45,Downward,-1,0.25,50,45.6,Neutral,-1.68,High Risk,Caution,0,19.3,D,Underweight,Conservative Allocation,-1.619687204,"WATCHLIST: Reference return -1.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.45) | Lower Warning: 0.43, Lower Danger: 0.41, Upper Warning: 0.47, Upper Danger: 0.5",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,23.48,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
ONG/USDT,MATURE,0.09,Downward,-1,1.46,60,47.59,Neutral,-0.61,High Risk,Caution,0,31.6,D,Underweight,Conservative Allocation,-0.555591534,"WATCHLIST: Reference return -0.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.09) | Lower Warning: 0.09, Lower Danger: 0.08, Upper Warning: 0.1, Upper Danger: 0.1",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,31.89,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
HEMI/USDT,MATURE,0.01,Downward,-1,2.04,85,34.24,Bearish,-6.13,High Risk,Caution,0,37.5,C,Caution,Risk Mitigation,-2.841543008,"WATCHLIST: Reference return -6.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,37.52,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
PENDLE/USDT,MATURE,1.02,Downward,-1,-2.89,20,45.63,Neutral,-1.2,High Risk,Caution,0,-7,D,Underweight,Conservative Allocation,-2.228847184,"WATCHLIST: Reference return -1.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 1.02) | Lower Warning: 0.97, Lower Danger: 0.91, Upper Warning: 1.07, Upper Danger: 1.12",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,3.24,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
ASTER/USDT,MATURE,0.67,Upward,1,0.28,50,52.79,Neutral,-0.51,High Risk,Caution,1,20.9,D,Underweight,Conservative Allocation,-1.078030556,"WATCHLIST: Reference return -0.5%, Safety 1.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.67) | Lower Warning: 0.63, Lower Danger: 0.6, Upper Warning: 0.7, Upper Danger: 0.73",WATCHLIST,Speculative,Weak,Speculative,Selective Exposure,Tactical Satellite Position,High Risk | Speculative | Weak,25.1,Suitable only for high-risk tactical or speculative positioning. Current setup allows selective exposure under controlled sizing.
BONK/USDT,MATURE,0,Downward,-1,-1.35,35,45,Neutral,-1.71,High Risk,Caution,0,2,D,Underweight,Conservative Allocation,-1.641212151,"WATCHLIST: Reference return -1.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,11.98,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
FOGO/USDT,MATURE,0.02,Unknown,0,0.32,50,38.93,Bearish,-2.97,High Risk,Caution,0,19,D,Underweight,Conservative Allocation,-2.305297526,"WATCHLIST: Reference return -3.0%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.02) | Lower Warning: 0.02, Lower Danger: 0.02, Upper Warning: 0.02, Upper Danger: 0.02",WATCHLIST,Speculative,Weak,Speculative,Selective Exposure,Tactical Satellite Position,High Risk | Speculative | Weak,22.89,Suitable only for high-risk tactical or speculative positioning. Current setup allows selective exposure under controlled sizing.
TON/USDT,MATURE,1.25,Downward,-1,0.39,60,46.4,Neutral,-1.02,High Risk,Caution,11.9,25.2,D,Underweight,Conservative Allocation,-1.761225539,"WATCHLIST: Reference return -1.0%, Safety 11.9/100, Risk: High Risk","Risk Reference Prices (Current: 1.25) | Lower Warning: 1.19, Lower Danger: 1.13, Upper Warning: 1.32, Upper Danger: 1.38",WATCHLIST,Risky,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Risky | Acceptable,31.34,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
HBAR/USDT,MATURE,0.09,Downward,-1,-1.33,35,48.79,Neutral,-0.52,High Risk,Caution,12.4,5.2,D,Underweight,Conservative Allocation,-1.677332915,"WATCHLIST: Reference return -0.5%, Safety 12.4/100, Risk: High Risk","Risk Reference Prices (Current: 0.09) | Lower Warning: 0.08, Lower Danger: 0.08, Upper Warning: 0.09, Upper Danger: 0.1",WATCHLIST,Risky,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Risky | Fragile,17.7,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
SIGN/USDT,MATURE,0.03,Upward,1,-1.2,45,49.8,Neutral,-2.44,High Risk,Caution,0,5.7,D,Underweight,Conservative Allocation,-0.416486089,"WATCHLIST: Reference return -2.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.03) | Lower Warning: 0.03, Lower Danger: 0.03, Upper Warning: 0.04, Upper Danger: 0.04",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,15.44,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
PENGU/USDT,MATURE,0.01,Downward,-1,-1.34,35,47.48,Neutral,-1.85,High Risk,Caution,0,2.4,D,Underweight,Conservative Allocation,-1.918915395,"WATCHLIST: Reference return -1.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,12.37,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
BERA/USDT,MATURE,0.4,Downward,-1,-0.95,30,45.28,Neutral,-7,High Risk,Caution,0,3.9,D,Underweight,Conservative Allocation,-0.936079791,"WATCHLIST: Reference return -7.0%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.40) | Lower Warning: 0.38, Lower Danger: 0.36, Upper Warning: 0.42, Upper Danger: 0.44",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,12.82,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
NMR/USDT,MATURE,7.69,Downward,-1,0.52,70,42.76,Neutral,-2.09,High Risk,Caution,0,25.5,D,Underweight,Conservative Allocation,-0.943314915,"WATCHLIST: Reference return -2.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 7.69) | Lower Warning: 7.31, Lower Danger: 6.92, Upper Warning: 8.07, Upper Danger: 8.46",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,28.73,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
ONDO/USDT,MATURE,0.26,Downward,-1,-1.33,35,48.8,Neutral,-0.55,High Risk,Caution,0,2.7,D,Underweight,Conservative Allocation,-2.171906132,"WATCHLIST: Reference return -0.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.26) | Lower Warning: 0.25, Lower Danger: 0.23, Upper Warning: 0.27, Upper Danger: 0.28",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,12.62,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
ARB/USDT,MATURE,0.09,Downward,-1,0.19,50,41.22,Neutral,-1.03,High Risk,Caution,0,18.1,D,Underweight,Conservative Allocation,-2.499580871,"WATCHLIST: Reference return -1.0%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.09) | Lower Warning: 0.09, Lower Danger: 0.09, Upper Warning: 0.1, Upper Danger: 0.1",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,22.53,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
VIRTUAL/USDT,MATURE,0.64,Downward,-1,-0.93,35,52.24,Neutral,0.04,High Risk,Caution,0,6.2,D,Underweight,Conservative Allocation,-0.226367902,"WATCHLIST: Reference return 0.0%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.64) | Lower Warning: 0.61, Lower Danger: 0.57, Upper Warning: 0.67, Upper Danger: 0.7",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,15.01,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
FIL/USDT,MATURE,0.85,Downward,-1,0.3,50,44.71,Neutral,-0.94,High Risk,Caution,0,19.7,D,Underweight,Conservative Allocation,-0.624968114,"WATCHLIST: Reference return -0.9%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.85) | Lower Warning: 0.81, Lower Danger: 0.77, Upper Warning: 0.9, Upper Danger: 0.94",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,23.63,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
CTSI/USDT,MATURE,0.04,Downward,-1,0.72,60,46.44,Neutral,-2.3,High Risk,Caution,0,25.9,D,Underweight,Conservative Allocation,-0.533218958,"WATCHLIST: Reference return -2.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.04) | Lower Warning: 0.03, Lower Danger: 0.03, Upper Warning: 0.04, Upper Danger: 0.04",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,28.21,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
2Z/USDT,MATURE,0.09,Downward,-1,1.18,65,44.18,Neutral,-1.55,High Risk,Caution,0,30.2,D,Underweight,Conservative Allocation,-2.313076591,"WATCHLIST: Reference return -1.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.09) | Lower Warning: 0.08, Lower Danger: 0.08, Upper Warning: 0.09, Upper Danger: 0.1",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,31.18,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
